date,price,currency
2022-05-18,29600.606,bitcoin
2022-05-19,29545.185,bitcoin
2022-05-20,29799.685,bitcoin
2022-05-21,29340.183,bitcoin
2022-05-22,29787.393,bitcoin
2022-05-23,30081.824,bitcoin
2022-05-24,29308.431,bitcoin
2022-05-25,29742.782,bitcoin
2022-05-26,29444.366,bitcoin
2022-05-27,28898.957,bitcoin
2022-05-28,28889.834,bitcoin
2022-05-29,29141.414,bitcoin
2022-05-30,30591.331,bitcoin
2022-05-31,31695.069,bitcoin
2022-06-01,31069.221,bitcoin
2022-06-02,30045.582,bitcoin
2022-06-03,29991.066,bitcoin
2022-06-04,29703.748,bitcoin
2022-06-05,29818.172,bitcoin
2022-06-06,31222.767,bitcoin
2022-06-07,30003.221,bitcoin
2022-06-08,30449.551,bitcoin
2022-06-09,30237.135,bitcoin
2022-06-10,29650.788,bitcoin
2022-06-11,28881.993,bitcoin
2022-06-12,27661.293,bitcoin
2022-06-13,24261.582,bitcoin
2022-06-14,22185.178,bitcoin
2022-06-15,21357.047,bitcoin
2022-06-16,21440.374,bitcoin
2022-06-17,20689.72,bitcoin
2022-06-18,19463.015,bitcoin
2022-06-19,19384.895,bitcoin
2022-06-20,20309.651,bitcoin
2022-06-21,20994.602,bitcoin
2022-06-22,20303.26,bitcoin
2022-06-23,20487.877,bitcoin
2022-06-24,21078.576,bitcoin
2022-06-25,21277.334,bitcoin
2022-06-26,21355.992,bitcoin
2022-06-27,21048.369,bitcoin
2022-06-28,20708.249,bitcoin
2022-06-29,20145.96,bitcoin
2022-06-30,19349.009,bitcoin
2022-07-01,19532.844,bitcoin
2022-07-02,19226.43,bitcoin
2022-07-03,19159.305,bitcoin
2022-07-04,19495.408,bitcoin
2022-07-06,20167.42,bitcoin
2022-07-07,20769.906,bitcoin
2022-07-08,21753.174,bitcoin
2022-07-09,21622.121,bitcoin
2022-07-10,21144.585,bitcoin
2022-07-11,20472.121,bitcoin
2022-07-12,19760.332,bitcoin
2022-07-13,19619.221,bitcoin
2022-07-14,20173.887,bitcoin
2022-07-15,20768.47,bitcoin
2022-07-16,20846.466,bitcoin
2022-07-17,21189.787,bitcoin
2022-07-18,21807.409,bitcoin
2022-07-19,22519.992,bitcoin
2022-07-20,23570.38,bitcoin
2022-07-21,22942.165,bitcoin
2022-07-22,23148.798,bitcoin
2022-07-23,22530.132,bitcoin
2022-07-24,22656.491,bitcoin
2022-07-25,21961.798,bitcoin
2022-07-26,21046.086,bitcoin
2022-07-27,21659.691,bitcoin
2022-07-28,23309.431,bitcoin
2022-07-29,23877.158,bitcoin
2022-07-30,24020.952,bitcoin
2022-07-31,23716.79,bitcoin
2022-08-01,23225.219,bitcoin
2022-08-02,22982.857,bitcoin
2022-08-03,23179.567,bitcoin
2022-08-04,22858.412,bitcoin
2022-08-05,23070.487,bitcoin
2022-08-06,23186.325,bitcoin
2022-08-07,23078.032,bitcoin
2022-08-08,23783.239,bitcoin
2022-08-09,23449.384,bitcoin
2022-08-10,23408.411,bitcoin
2022-08-11,24344.085,bitcoin
2022-08-12,23977.458,bitcoin
2022-08-13,24508.554,bitcoin
2022-08-14,24488.086,bitcoin
2022-08-15,24255.887,bitcoin
2022-08-16,23972.002,bitcoin
2022-08-17,23712.956,bitcoin
2022-08-18,23431.102,bitcoin
2022-08-19,21878.296,bitcoin
2022-08-20,21229.059,bitcoin
2022-08-21,21402.849,bitcoin
2022-08-22,21294.5,bitcoin
2022-08-23,21403.024,bitcoin
2022-08-24,21481.344,bitcoin
2022-08-25,21609.425,bitcoin
2022-08-26,21183.574,bitcoin
2022-08-27,20154.596,bitcoin
2022-08-28,20029.625,bitcoin
2022-08-29,19998.167,bitcoin
2022-08-30,20154.952,bitcoin
2022-08-31,20213.211,bitcoin
2022-09-01,19983.799,bitcoin
2022-09-02,20097.387,bitcoin
2022-09-03,19854.815,bitcoin
2022-09-04,19812.51,bitcoin
2022-09-05,19796.894,bitcoin
2022-09-06,19611.464,bitcoin
2022-09-07,18913.44,bitcoin
2022-09-08,19266.046,bitcoin
2022-09-09,20741.486,bitcoin
2022-09-10,21447.617,bitcoin
2022-09-11,21670.063,bitcoin
2022-09-12,22140.164,bitcoin
2022-09-13,21554.88,bitcoin
2022-09-14,20238.786,bitcoin
2022-09-15,20008.277,bitcoin
2022-09-16,19720.571,bitcoin
2022-09-17,19957.333,bitcoin
2022-09-18,19888.137,bitcoin
2022-09-19,19026.383,bitcoin
2022-09-20,19195.992,bitcoin
2022-09-21,19020.607,bitcoin
2022-09-22,18986.702,bitcoin
2022-09-23,19064.153,bitcoin
2022-09-24,19078.079,bitcoin
2022-09-25,18992.04,bitcoin
2022-09-26,19016.752,bitcoin
2022-09-27,19736.953,bitcoin
2022-09-28,19125.887,bitcoin
2022-09-29,19397.582,bitcoin
2022-09-30,19530.378,bitcoin
2022-10-01,19334.873,bitcoin
2022-10-02,19241.978,bitcoin
2022-10-03,19324.078,bitcoin
2022-10-04,19945.945,bitcoin
2022-10-05,20131.285,bitcoin
2022-10-06,20155.961,bitcoin
2022-10-07,19774.731,bitcoin
2022-10-08,19498.404,bitcoin
2022-10-09,19453.838,bitcoin
2022-10-10,19333.898,bitcoin
2022-10-11,19077.392,bitcoin
2022-10-12,19124.345,bitcoin
2022-10-13,19040.527,bitcoin
2022-10-14,19522.125,bitcoin
2022-10-15,19148.978,bitcoin
2022-10-16,19175.052,bitcoin
2022-10-17,19402.78,bitcoin
2022-10-18,19480.936,bitcoin
2022-10-19,19224.313,bitcoin
2022-10-20,19131.399,bitcoin
2022-10-21,19074.177,bitcoin
2022-10-22,19185.009,bitcoin
2022-10-23,19273.662,bitcoin
2022-10-24,19360.584,bitcoin
2022-10-25,19598.031,bitcoin
2022-10-26,20531.368,bitcoin
2022-10-27,20601.641,bitcoin
2022-10-28,20359.404,bitcoin
2022-10-29,20741.93,bitcoin
2022-10-30,20672.234,bitcoin
2022-10-31,20456.56,bitcoin
2022-11-01,20472.185,bitcoin
2022-11-02,20399.616,bitcoin
2022-11-03,20250.159,bitcoin
2022-11-04,20694.643,bitcoin
2022-11-05,21330.982,bitcoin
2022-11-06,21188.719,bitcoin
2022-11-07,20769.049,bitcoin
2022-11-08,19582.685,bitcoin
2022-11-09,17538.345,bitcoin
2022-11-10,16934.429,bitcoin
2022-11-11,17098.761,bitcoin
2022-11-12,16842.595,bitcoin
2022-11-13,16640.785,bitcoin
2022-11-14,16453.422,bitcoin
2022-11-15,16828.167,bitcoin
2022-11-16,16703.817,bitcoin
2022-11-17,16620.215,bitcoin
2022-11-18,16751.875,bitcoin
2022-11-19,16665.551,bitcoin
2022-11-20,16614.29,bitcoin
2022-11-21,16048.318,bitcoin
2022-11-22,15958.382,bitcoin
2022-11-23,16485.919,bitcoin
2022-11-24,16622.189,bitcoin
2022-11-25,16521.734,bitcoin
2022-11-26,16595.863,bitcoin
2022-11-27,16583.271,bitcoin
2022-11-28,16244.453,bitcoin
2022-11-29,16426.689,bitcoin
2022-11-30,16908.155,bitcoin
2022-12-01,17068.756,bitcoin
2022-12-02,16979.286,bitcoin
2022-12-03,16988.909,bitcoin
2022-12-04,17035.093,bitcoin
2022-12-05,17183.749,bitcoin
2022-12-06,17003.049,bitcoin
2022-12-07,16889.115,bitcoin
2022-12-08,16937.95,bitcoin
2022-12-09,17193.974,bitcoin
2022-12-10,17170.096,bitcoin
2022-12-11,17171.498,bitcoin
2022-12-12,17006.773,bitcoin
2022-12-13,17469.78,bitcoin
2022-12-14,17874.329,bitcoin
2022-12-15,17584.989,bitcoin
2022-12-16,17100.958,bitcoin
2022-12-17,16712.735,bitcoin
2022-12-18,16741.168,bitcoin
2022-12-19,16678.698,bitcoin
2022-12-20,16791.041,bitcoin
2022-12-21,16829.325,bitcoin
2022-12-22,16778.52,bitcoin
2022-12-23,16832.062,bitcoin
2022-12-24,16847.334,bitcoin
2022-12-25,16830.188,bitcoin
2022-12-26,16844.35,bitcoin
2022-12-27,16797.282,bitcoin
2022-12-28,16629.733,bitcoin
2022-12-29,16585.872,bitcoin
2022-12-30,16545.344,bitcoin
2022-12-31,16570.27,bitcoin
2023-01-02,16708.524,bitcoin
2023-01-03,16682.707,bitcoin
2023-01-04,16822.191,bitcoin
2023-01-05,16826.734,bitcoin
2023-01-06,16821.141,bitcoin
2023-01-07,16940.314,bitcoin
2023-01-08,16946.46,bitcoin
2023-01-09,17235.639,bitcoin
2023-01-10,17290.617,bitcoin
2023-01-11,17450.381,bitcoin
2023-01-12,18387.806,bitcoin
2023-01-13,19078.054,bitcoin
2023-01-14,20822.437,bitcoin
2023-01-15,20781.631,bitcoin
2023-01-16,21039.993,bitcoin
2023-01-17,21194.63,bitcoin
2023-01-18,21130.642,bitcoin
2023-01-19,20857.154,bitcoin
2023-01-20,21312.677,bitcoin
2023-01-21,22905.324,bitcoin
2023-01-22,22836.303,bitcoin
2023-01-23,22850.992,bitcoin
2023-01-24,22985.808,bitcoin
2023-01-25,22730.649,bitcoin
2023-01-26,23088.51,bitcoin
2023-01-27,23017.332,bitcoin
2023-01-28,23054.927,bitcoin
2023-01-29,23466.212,bitcoin
2023-01-30,23300.287,bitcoin
2023-01-31,22976.6,bitcoin
2023-02-01,23179.308,bitcoin
2023-02-02,23828.222,bitcoin
2023-02-03,23492.996,bitcoin
2023-02-04,23409.481,bitcoin
2023-02-05,23232.904,bitcoin
2023-02-06,22924.237,bitcoin
2023-02-07,22995.849,bitcoin
2023-02-08,23112.759,bitcoin
2023-02-09,22551.495,bitcoin
2023-02-10,21788.558,bitcoin
2023-02-11,21727.333,bitcoin
2023-02-12,21891.38,bitcoin
2023-02-13,21702.941,bitcoin
2023-02-14,21914.24,bitcoin
2023-02-15,22698.046,bitcoin
2023-02-16,24597.198,bitcoin
2023-02-17,24020.826,bitcoin
2023-02-18,24636.161,bitcoin
2023-02-19,24668.97,bitcoin
2023-02-20,24676.391,bitcoin
2023-02-21,24710.046,bitcoin
2023-02-22,24039.303,bitcoin
2023-02-23,24138.479,bitcoin
2023-02-24,23641.446,bitcoin
2023-02-25,23071.232,bitcoin
2023-02-26,23272.687,bitcoin
2023-02-27,23451.347,bitcoin
2023-02-28,23381.811,bitcoin
2023-03-01,23601.363,bitcoin
2023-03-02,23438.124,bitcoin
2023-03-03,22436.805,bitcoin
2023-03-04,22351.077,bitcoin
2023-03-05,22467.783,bitcoin
2023-03-06,22432.562,bitcoin
2023-03-07,22335.607,bitcoin
2023-03-08,22055.903,bitcoin
2023-03-09,21425.265,bitcoin
2023-03-10,19983.67,bitcoin
2023-03-11,20329.567,bitcoin
2023-03-12,20769.295,bitcoin
2023-03-13,23040.559,bitcoin
2023-03-14,24840.724,bitcoin
2023-03-15,24673.478,bitcoin
2023-03-16,24715.853,bitcoin
2023-03-17,26352.595,bitcoin
2023-03-18,27438.825,bitcoin
2023-03-19,27543.0,bitcoin
2023-03-20,27936.399,bitcoin
2023-03-21,28013.022,bitcoin
2023-03-22,28110.006,bitcoin
2023-03-23,27852.399,bitcoin
2023-03-24,28022.257,bitcoin
2023-03-25,27546.328,bitcoin
2023-03-26,27773.303,bitcoin
2023-03-27,27581.564,bitcoin
2023-03-28,27065.671,bitcoin
2023-03-29,28118.212,bitcoin
2023-03-30,28415.305,bitcoin
2023-03-31,28240.96,bitcoin
2023-04-01,28503.413,bitcoin
2023-04-02,28348.954,bitcoin
2023-04-03,28022.533,bitcoin
2023-04-04,28109.396,bitcoin
2023-04-05,28388.481,bitcoin
2023-04-06,28069.006,bitcoin
2023-04-07,27990.575,bitcoin
2023-04-08,28089.654,bitcoin
2023-04-09,28140.64,bitcoin
2023-04-10,28645.144,bitcoin
2023-04-11,30144.734,bitcoin
2023-04-12,30039.778,bitcoin
2023-04-13,30292.169,bitcoin
2023-04-14,30650.678,bitcoin
2023-04-15,30434.864,bitcoin
2023-04-16,30393.855,bitcoin
2023-04-17,29735.327,bitcoin
2023-04-18,29980.323,bitcoin
2023-04-19,29599.232,bitcoin
2023-04-20,28693.587,bitcoin
2023-04-21,27989.452,bitcoin
2023-04-22,27514.092,bitcoin
2023-04-23,27697.619,bitcoin
2023-04-24,27571.815,bitcoin
2023-04-25,27583.35,bitcoin
2023-04-26,28875.273,bitcoin
2023-04-27,29169.991,bitcoin
2023-04-28,29360.85,bitcoin
2023-04-29,29400.278,bitcoin
2023-04-30,29482.779,bitcoin
2023-05-01,28480.668,bitcoin
2023-05-02,28305.978,bitcoin
2023-05-03,28610.541,bitcoin
2023-05-04,29021.697,bitcoin
2023-05-05,29307.215,bitcoin
2023-05-06,29274.176,bitcoin
2023-05-07,29043.87,bitcoin
2023-05-08,28012.196,bitcoin
2023-05-09,27673.422,bitcoin
2023-05-10,27762.662,bitcoin
2023-05-11,27307.235,bitcoin
2023-05-12,26523.128,bitcoin
2023-05-13,26896.082,bitcoin
2023-05-14,26926.756,bitcoin
2023-05-15,27339.982,bitcoin
2023-05-16,27081.448,bitcoin
2022-05-18,2009.268,ethereum
2022-05-19,1969.948,ethereum
2022-05-20,1999.64,ethereum
2022-05-21,1970.466,ethereum
2022-05-22,2001.426,ethereum
2022-05-23,2038.936,ethereum
2022-05-24,1969.685,ethereum
2022-05-25,1971.542,ethereum
2022-05-26,1873.257,ethereum
2022-05-27,1762.126,ethereum
2022-05-28,1770.682,ethereum
2022-05-29,1792.905,ethereum
2022-05-30,1904.01,ethereum
2022-05-31,1967.186,ethereum
2022-06-01,1898.614,ethereum
2022-06-02,1821.766,ethereum
2022-06-03,1788.266,ethereum
2022-06-04,1773.074,ethereum
2022-06-05,1799.145,ethereum
2022-06-06,1874.868,ethereum
2022-06-07,1778.868,ethereum
2022-06-08,1803.058,ethereum
2022-06-09,1797.887,ethereum
2022-06-10,1741.918,ethereum
2022-06-11,1597.221,ethereum
2022-06-12,1482.333,ethereum
2022-06-13,1271.848,ethereum
2022-06-14,1195.098,ethereum
2022-06-15,1137.866,ethereum
2022-06-16,1143.938,ethereum
2022-06-17,1086.822,ethereum
2022-06-18,1019.39,ethereum
2022-06-19,1034.607,ethereum
2022-06-20,1105.534,ethereum
2022-06-21,1144.556,ethereum
2022-06-22,1086.833,ethereum
2022-06-23,1099.775,ethereum
2022-06-24,1182.441,ethereum
2022-06-25,1217.705,ethereum
2022-06-26,1232.788,ethereum
2022-06-27,1209.148,ethereum
2022-06-28,1190.084,ethereum
2022-06-29,1122.59,ethereum
2022-06-30,1046.59,ethereum
2022-07-01,1065.507,ethereum
2022-07-02,1053.187,ethereum
2022-07-03,1061.551,ethereum
2022-07-04,1088.374,ethereum
2022-07-06,1141.82,ethereum
2022-07-07,1198.709,ethereum
2022-07-08,1233.943,ethereum
2022-07-09,1218.346,ethereum
2022-07-10,1182.664,ethereum
2022-07-11,1142.624,ethereum
2022-07-12,1070.334,ethereum
2022-07-13,1066.502,ethereum
2022-07-14,1125.89,ethereum
2022-07-15,1218.955,ethereum
2022-07-16,1256.226,ethereum
2022-07-17,1351.08,ethereum
2022-07-18,1456.572,ethereum
2022-07-19,1545.085,ethereum
2022-07-20,1560.485,ethereum
2022-07-21,1522.786,ethereum
2022-07-22,1583.807,ethereum
2022-07-23,1544.316,ethereum
2022-07-24,1594.809,ethereum
2022-07-25,1523.499,ethereum
2022-07-26,1404.633,ethereum
2022-07-27,1496.106,ethereum
2022-07-28,1667.271,ethereum
2022-07-29,1715.096,ethereum
2022-07-30,1711.031,ethereum
2022-07-31,1702.846,ethereum
2022-08-01,1664.237,ethereum
2022-08-02,1611.882,ethereum
2022-08-03,1641.469,ethereum
2022-08-04,1620.55,ethereum
2022-08-05,1670.657,ethereum
2022-08-06,1717.286,ethereum
2022-08-07,1694.191,ethereum
2022-08-08,1755.345,ethereum
2022-08-09,1731.133,ethereum
2022-08-10,1756.92,ethereum
2022-08-11,1890.254,ethereum
2022-08-12,1897.016,ethereum
2022-08-13,1983.685,ethereum
2022-08-14,1973.65,ethereum
2022-08-15,1921.888,ethereum
2022-08-16,1885.275,ethereum
2022-08-17,1871.224,ethereum
2022-08-18,1858.442,ethereum
2022-08-19,1736.8,ethereum
2022-08-20,1620.305,ethereum
2022-08-21,1609.153,ethereum
2022-08-22,1581.925,ethereum
2022-08-23,1625.771,ethereum
2022-08-24,1650.757,ethereum
2022-08-25,1696.216,ethereum
2022-08-26,1629.716,ethereum
2022-08-27,1493.418,ethereum
2022-08-28,1487.448,ethereum
2022-08-29,1486.595,ethereum
2022-08-30,1552.87,ethereum
2022-08-31,1577.391,ethereum
2022-09-01,1558.758,ethereum
2022-09-02,1593.077,ethereum
2022-09-03,1557.961,ethereum
2022-09-04,1560.193,ethereum
2022-09-05,1580.475,ethereum
2022-09-06,1635.0,ethereum
2022-09-07,1547.946,ethereum
2022-09-08,1630.587,ethereum
2022-09-09,1700.362,ethereum
2022-09-10,1735.365,ethereum
2022-09-11,1769.519,ethereum
2022-09-12,1735.204,ethereum
2022-09-13,1662.862,ethereum
2022-09-14,1601.447,ethereum
2022-09-15,1563.098,ethereum
2022-09-16,1455.504,ethereum
2022-09-17,1444.786,ethereum
2022-09-18,1421.786,ethereum
2022-09-19,1331.377,ethereum
2022-09-20,1353.732,ethereum
2022-09-21,1329.468,ethereum
2022-09-22,1286.178,ethereum
2022-09-23,1314.594,ethereum
2022-09-24,1329.76,ethereum
2022-09-25,1314.923,ethereum
2022-09-26,1312.667,ethereum
2022-09-27,1361.597,ethereum
2022-09-28,1310.607,ethereum
2022-09-29,1331.602,ethereum
2022-09-30,1337.676,ethereum
2022-10-01,1323.42,ethereum
2022-10-02,1303.434,ethereum
2022-10-03,1304.273,ethereum
2022-10-04,1344.959,ethereum
2022-10-05,1347.597,ethereum
2022-10-06,1364.776,ethereum
2022-10-07,1344.509,ethereum
2022-10-08,1327.545,ethereum
2022-10-09,1319.826,ethereum
2022-10-10,1313.681,ethereum
2022-10-11,1283.032,ethereum
2022-10-12,1294.726,ethereum
2022-10-13,1272.922,ethereum
2022-10-14,1315.82,ethereum
2022-10-15,1288.449,ethereum
2022-10-16,1288.552,ethereum
2022-10-17,1317.333,ethereum
2022-10-18,1322.272,ethereum
2022-10-19,1299.755,ethereum
2022-10-20,1290.183,ethereum
2022-10-21,1289.117,ethereum
2022-10-22,1307.161,ethereum
2022-10-23,1318.657,ethereum
2022-10-24,1345.666,ethereum
2022-10-25,1389.882,ethereum
2022-10-26,1527.014,ethereum
2022-10-27,1548.77,ethereum
2022-10-28,1525.172,ethereum
2022-10-29,1605.236,ethereum
2022-10-30,1600.156,ethereum
2022-10-31,1578.954,ethereum
2022-11-01,1581.688,ethereum
2022-11-02,1560.713,ethereum
2022-11-03,1541.703,ethereum
2022-11-04,1596.368,ethereum
2022-11-05,1640.849,ethereum
2022-11-06,1616.27,ethereum
2022-11-07,1580.524,ethereum
2022-11-08,1460.118,ethereum
2022-11-09,1228.168,ethereum
2022-11-10,1228.93,ethereum
2022-11-11,1265.626,ethereum
2022-11-12,1264.53,ethereum
2022-11-13,1240.337,ethereum
2022-11-14,1228.931,ethereum
2022-11-15,1258.482,ethereum
2022-11-16,1230.047,ethereum
2022-11-17,1205.728,ethereum
2022-11-18,1214.73,ethereum
2022-11-19,1210.834,ethereum
2022-11-20,1193.218,ethereum
2022-11-21,1121.588,ethereum
2022-11-22,1110.808,ethereum
2022-11-23,1163.447,ethereum
2022-11-24,1200.206,ethereum
2022-11-25,1191.541,ethereum
2022-11-26,1217.304,ethereum
2022-11-27,1217.153,ethereum
2022-11-28,1174.165,ethereum
2022-11-29,1206.774,ethereum
2022-11-30,1272.597,ethereum
2022-12-01,1281.341,ethereum
2022-12-02,1281.632,ethereum
2022-12-03,1274.951,ethereum
2022-12-04,1263.643,ethereum
2022-12-05,1281.834,ethereum
2022-12-06,1258.219,ethereum
2022-12-07,1240.86,ethereum
2022-12-08,1247.001,ethereum
2022-12-09,1277.068,ethereum
2022-12-10,1268.779,ethereum
2022-12-11,1273.145,ethereum
2022-12-12,1254.488,ethereum
2022-12-13,1295.181,ethereum
2022-12-14,1323.663,ethereum
2022-12-15,1282.464,ethereum
2022-12-16,1228.404,ethereum
2022-12-17,1179.167,ethereum
2022-12-18,1184.399,ethereum
2022-12-19,1180.757,ethereum
2022-12-20,1207.026,ethereum
2022-12-21,1212.436,ethereum
2022-12-22,1209.227,ethereum
2022-12-23,1220.519,ethereum
2022-12-24,1220.36,ethereum
2022-12-25,1217.779,ethereum
2022-12-26,1218.67,ethereum
2022-12-27,1216.852,ethereum
2022-12-28,1196.252,ethereum
2022-12-29,1196.411,ethereum
2022-12-30,1194.905,ethereum
2022-12-31,1198.591,ethereum
2023-01-02,1215.921,ethereum
2023-01-03,1213.099,ethereum
2023-01-04,1247.752,ethereum
2023-01-05,1251.138,ethereum
2023-01-06,1254.439,ethereum
2023-01-07,1265.424,ethereum
2023-01-08,1266.109,ethereum
2023-01-09,1317.952,ethereum
2023-01-10,1330.615,ethereum
2023-01-11,1336.136,ethereum
2023-01-12,1405.131,ethereum
2023-01-13,1416.806,ethereum
2023-01-14,1537.94,ethereum
2023-01-15,1537.005,ethereum
2023-01-16,1562.268,ethereum
2023-01-17,1571.668,ethereum
2023-01-18,1566.485,ethereum
2023-01-19,1532.597,ethereum
2023-01-20,1574.086,ethereum
2023-01-21,1654.867,ethereum
2023-01-22,1632.66,ethereum
2023-01-23,1632.653,ethereum
2023-01-24,1623.477,ethereum
2023-01-25,1558.756,ethereum
2023-01-26,1609.532,ethereum
2023-01-27,1586.538,ethereum
2023-01-28,1586.892,ethereum
2023-01-29,1614.499,ethereum
2023-01-30,1600.04,ethereum
2023-01-31,1579.095,ethereum
2023-02-01,1590.86,ethereum
2023-02-02,1672.32,ethereum
2023-02-03,1650.783,ethereum
2023-02-04,1668.649,ethereum
2023-02-05,1653.837,ethereum
2023-02-06,1634.808,ethereum
2023-02-07,1642.002,ethereum
2023-02-08,1667.131,ethereum
2023-02-09,1619.925,ethereum
2023-02-10,1538.184,ethereum
2023-02-11,1523.042,ethereum
2023-02-12,1535.139,ethereum
2023-02-13,1498.841,ethereum
2023-02-14,1523.607,ethereum
2023-02-15,1580.759,ethereum
2023-02-16,1688.138,ethereum
2023-02-17,1672.374,ethereum
2023-02-18,1696.213,ethereum
2023-02-19,1696.649,ethereum
2023-02-20,1698.322,ethereum
2023-02-21,1683.803,ethereum
2023-02-22,1635.855,ethereum
2023-02-23,1656.882,ethereum
2023-02-24,1632.35,ethereum
2023-02-25,1598.005,ethereum
2023-02-26,1609.572,ethereum
2023-02-27,1637.298,ethereum
2023-02-28,1629.543,ethereum
2023-03-01,1647.288,ethereum
2023-03-02,1643.549,ethereum
2023-03-03,1573.118,ethereum
2023-03-04,1568.73,ethereum
2023-03-05,1573.368,ethereum
2023-03-06,1567.765,ethereum
2023-03-07,1564.448,ethereum
2023-03-08,1555.78,ethereum
2023-03-09,1518.703,ethereum
2023-03-10,1413.308,ethereum
2023-03-11,1453.228,ethereum
2023-03-12,1494.665,ethereum
2023-03-13,1626.992,ethereum
2023-03-14,1703.841,ethereum
2023-03-15,1678.931,ethereum
2023-03-16,1660.941,ethereum
2023-03-17,1728.179,ethereum
2023-03-18,1808.384,ethereum
2023-03-19,1796.663,ethereum
2023-03-20,1770.695,ethereum
2023-03-21,1776.863,ethereum
2023-03-22,1787.352,ethereum
2023-03-23,1778.425,ethereum
2023-03-24,1785.496,ethereum
2023-03-25,1750.147,ethereum
2023-03-26,1766.616,ethereum
2023-03-27,1745.162,ethereum
2023-03-28,1739.029,ethereum
2023-03-29,1801.413,ethereum
2023-03-30,1795.63,ethereum
2023-03-31,1813.38,ethereum
2023-04-01,1826.409,ethereum
2023-04-02,1813.38,ethereum
2023-04-03,1799.828,ethereum
2023-04-04,1844.635,ethereum
2023-04-05,1909.364,ethereum
2023-04-06,1883.003,ethereum
2023-04-07,1864.315,ethereum
2023-04-08,1871.171,ethereum
2023-04-09,1855.469,ethereum
2023-04-10,1872.609,ethereum
2023-04-11,1915.203,ethereum
2023-04-12,1892.765,ethereum
2023-04-13,1973.016,ethereum
2023-04-14,2102.396,ethereum
2023-04-15,2099.555,ethereum
2023-04-16,2104.42,ethereum
2023-04-17,2087.771,ethereum
2023-04-18,2094.685,ethereum
2023-04-19,2018.888,ethereum
2023-04-20,1951.118,ethereum
2023-04-21,1908.037,ethereum
2023-04-22,1867.363,ethereum
2023-04-23,1871.471,ethereum
2023-04-24,1853.703,ethereum
2023-04-25,1836.877,ethereum
2023-04-26,1896.882,ethereum
2023-04-27,1901.986,ethereum
2023-04-28,1904.539,ethereum
2023-04-29,1908.086,ethereum
2023-04-30,1912.986,ethereum
2023-05-01,1844.59,ethereum
2023-05-02,1846.813,ethereum
2023-05-03,1871.204,ethereum
2023-05-04,1894.851,ethereum
2023-05-05,1935.044,ethereum
2023-05-06,1939.155,ethereum
2023-05-07,1918.081,ethereum
2023-05-08,1860.833,ethereum
2023-05-09,1848.774,ethereum
2023-05-10,1851.726,ethereum
2023-05-11,1815.658,ethereum
2023-05-12,1776.838,ethereum
2023-05-13,1807.172,ethereum
2023-05-14,1807.578,ethereum
2023-05-15,1826.68,ethereum
2023-05-16,1818.778,ethereum
2022-05-18,1.0,tether
2022-05-19,1.0,tether
2022-05-20,0.999,tether
2022-05-21,1.0,tether
2022-05-22,1.0,tether
2022-05-23,0.999,tether
2022-05-24,1.0,tether
2022-05-25,0.999,tether
2022-05-26,1.0,tether
2022-05-27,1.0,tether
2022-05-28,1.0,tether
2022-05-29,1.0,tether
2022-05-30,0.999,tether
2022-05-31,0.999,tether
2022-06-01,1.0,tether
2022-06-02,1.0,tether
2022-06-03,1.0,tether
2022-06-04,1.0,tether
2022-06-05,1.0,tether
2022-06-06,0.999,tether
2022-06-07,0.999,tether
2022-06-08,0.999,tether
2022-06-09,0.999,tether
2022-06-10,1.0,tether
2022-06-11,1.0,tether
2022-06-12,1.001,tether
2022-06-13,1.0,tether
2022-06-14,0.999,tether
2022-06-15,0.999,tether
2022-06-16,0.999,tether
2022-06-17,1.0,tether
2022-06-18,1.0,tether
2022-06-19,1.0,tether
2022-06-20,0.999,tether
2022-06-21,0.999,tether
2022-06-22,0.999,tether
2022-06-23,0.999,tether
2022-06-24,0.999,tether
2022-06-25,1.0,tether
2022-06-26,1.0,tether
2022-06-27,1.0,tether
2022-06-28,1.0,tether
2022-06-29,1.0,tether
2022-06-30,1.0,tether
2022-07-01,0.999,tether
2022-07-02,0.999,tether
2022-07-03,0.999,tether
2022-07-04,0.999,tether
2022-07-06,0.999,tether
2022-07-07,0.999,tether
2022-07-08,0.999,tether
2022-07-09,1.0,tether
2022-07-10,1.0,tether
2022-07-11,1.0,tether
2022-07-12,1.0,tether
2022-07-13,1.0,tether
2022-07-14,0.999,tether
2022-07-15,0.999,tether
2022-07-16,0.999,tether
2022-07-17,0.998,tether
2022-07-18,0.999,tether
2022-07-19,1.0,tether
2022-07-20,1.0,tether
2022-07-21,1.0,tether
2022-07-22,1.0,tether
2022-07-23,1.001,tether
2022-07-24,1.0,tether
2022-07-25,1.0,tether
2022-07-26,1.001,tether
2022-07-27,1.0,tether
2022-07-28,1.0,tether
2022-07-29,1.0,tether
2022-07-30,1.0,tether
2022-07-31,1.0,tether
2022-08-01,1.0,tether
2022-08-02,1.001,tether
2022-08-03,1.0,tether
2022-08-04,1.0,tether
2022-08-05,1.0,tether
2022-08-06,1.0,tether
2022-08-07,1.0,tether
2022-08-08,1.0,tether
2022-08-09,1.001,tether
2022-08-10,1.001,tether
2022-08-11,1.0,tether
2022-08-12,1.001,tether
2022-08-13,1.0,tether
2022-08-14,1.0,tether
2022-08-15,1.001,tether
2022-08-16,1.001,tether
2022-08-17,1.001,tether
2022-08-18,1.001,tether
2022-08-19,1.001,tether
2022-08-20,1.001,tether
